time,d0_x,d0_y,d0_z,d0_state,d1_x,d1_y,d1_z,d1_state,d2_x,d2_y,d2_z,d2_state,d3_x,d3_y,d3_z,d3_state,d4_x,d4_y,d4_z,d4_state,d5_x,d5_y,d5_z,d5_state,d6_x,d6_y,d6_z,d6_state,d7_x,d7_y,d7_z,d7_state,d8_x,d8_y,d8_z,d8_state,d9_x,d9_y,d9_z,d9_state,d10_x,d10_y,d10_z,d10_state,d11_x,d11_y,d11_z,d11_state,d12_x,d12_y,d12_z,d12_state,d13_x,d13_y,d13_z,d13_state,d14_x,d14_y,d14_z,d14_state,d15_x,d15_y,d15_z,d15_state,d16_x,d16_y,d16_z,d16_state,d17_x,d17_y,d17_z,d17_state,d18_x,d18_y,d18_z,d18_state,d19_x,d19_y,d19_z,d19_state,d20_x,d20_y,d20_z,d20_state,d21_x,d21_y,d21_z,d21_state,d22_x,d22_y,d22_z,d22_state,d23_x,d23_y,d23_z,d23_state,d24_x,d24_y,d24_z,d24_state,d25_x,d25_y,d25_z,d25_state,d26_x,d26_y,d26_z,d26_state,d27_x,d27_y,d27_z,d27_state,d28_x,d28_y,d28_z,d28_state,d29_x,d29_y,d29_z,d29_state,d30_x,d30_y,d30_z,d30_state,d31_x,d31_y,d31_z,d31_state,d32_x,d32_y,d32_z,d32_state,d33_x,d33_y,d33_z,d33_state,d34_x,d34_y,d34_z,d34_state,d35_x,d35_y,d35_z,d35_state,d36_x,d36_y,d36_z,d36_state,d37_x,d37_y,d37_z,d37_state,d38_x,d38_y,d38_z,d38_state,d39_x,d39_y,d39_z,d39_state,d40_x,d40_y,d40_z,d40_state,d41_x,d41_y,d41_z,d41_state,d42_x,d42_y,d42_z,d42_state,d43_x,d43_y,d43_z,d43_state,d44_x,d44_y,d44_z,d44_state,d45_x,d45_y,d45_z,d45_state,d46_x,d46_y,d46_z,d46_state,d47_x,d47_y,d47_z,d47_state,d48_x,d48_y,d48_z,d48_state,d49_x,d49_y,d49_z,d49_state,d50_x,d50_y,d50_z,d50_state,d51_x,d51_y,d51_z,d51_state,d52_x,d52_y,d52_z,d52_state,d53_x,d53_y,d53_z,d53_state,d54_x,d54_y,d54_z,d54_state,d55_x,d55_y,d55_z,d55_state,d56_x,d56_y,d56_z,d56_state,d57_x,d57_y,d57_z,d57_state,d58_x,d58_y,d58_z,d58_state,d59_x,d59_y,d59_z,d59_state,d60_x,d60_y,d60_z,d60_state,d61_x,d61_y,d61_z,d61_state,d62_x,d62_y,d62_z,d62_state,d63_x,d63_y,d63_z,d63_state,d64_x,d64_y,d64_z,d64_state,d65_x,d65_y,d65_z,d65_state,d66_x,d66_y,d66_z,d66_state,d67_x,d67_y,d67_z,d67_state,d68_x,d68_y,d68_z,d68_state,d69_x,d69_y,d69_z,d69_state,d70_x,d70_y,d70_z,d70_state,d71_x,d71_y,d71_z,d71_state,d72_x,d72_y,d72_z,d72_state,d73_x,d73_y,d73_z,d73_state,d74_x,d74_y,d74_z,d74_state,d75_x,d75_y,d75_z,d75_state,d76_x,d76_y,d76_z,d76_state,d77_x,d77_y,d77_z,d77_state,d78_x,d78_y,d78_z,d78_state,d79_x,d79_y,d79_z,d79_state,d80_x,d80_y,d80_z,d80_state,d81_x,d81_y,d81_z,d81_state,d82_x,d82_y,d82_z,d82_state,d83_x,d83_y,d83_z,d83_state,d84_x,d84_y,d84_z,d84_state
0.000,1.4000,1.1341,12.6000,NORMAIL,1.4000,1.1341,15.6000,NORMAIL,1.4000,1.1341,18.6000,NORMAIL,1.4000,1.1340,21.6000,NORMAIL,1.4000,1.1341,24.6000,NORMAIL,1.4000,1.1341,27.6000,NORMAIL,1.4000,1.1342,30.6000,NORMAIL,1.4000,1.1342,33.6000,NORMAIL,1.4000,1.1341,36.6000,NORMAIL,1.4000,1.1341,39.6000,NORMAIL,-1.6000,1.1343,33.6000,NORMAIL,-1.6000,1.1342,12.6000,NORMAIL,-1.6000,1.1342,15.6000,NORMAIL,-1.6000,1.1342,18.6000,NORMAIL,-1.6000,1.1343,21.6000,NORMAIL,-1.6000,1.1343,24.6000,NORMAIL,-1.6000,1.1343,27.6000,NORMAIL,-1.6000,1.1342,30.6000,NORMAIL,-1.6000,1.1342,36.6000,NORMAIL,-1.6000,1.1343,39.6000,NORMAIL,-4.6000,1.1344,12.6000,NORMAIL,-4.6000,1.1344,15.6000,NORMAIL,-4.6000,1.1344,18.6000,NORMAIL,-4.6000,1.1344,21.6000,NORMAIL,-4.6000,1.1344,24.6000,NORMAIL,-4.6000,1.1343,27.6000,NORMAIL,-4.6000,1.1343,30.6000,NORMAIL,-4.6000,1.1345,33.6000,NORMAIL,-4.6000,1.1344,36.6000,NORMAIL,-4.6000,1.1344,39.6000,NORMAIL,-7.6000,1.1346,12.6000,NORMAIL,-7.6000,1.1345,15.6000,NORMAIL,-7.6000,1.1345,18.6000,NORMAIL,-7.6000,1.1345,21.6000,NORMAIL,-7.6000,1.1346,24.6000,NORMAIL,-7.6000,1.1345,27.6000,NORMAIL,-7.6000,1.1345,30.6000,NORMAIL,-7.6000,1.1346,33.6000,NORMAIL,-7.6000,1.1345,36.6000,NORMAIL,-7.6000,1.1346,39.6000,NORMAIL,-10.6000,1.1346,12.6000,NORMAIL,-10.6000,1.1347,15.6000,NORMAIL,-10.6000,1.1346,18.6000,NORMAIL,-10.6000,1.1346,21.6000,NORMAIL,-10.6000,1.1347,24.6000,NORMAIL,-10.6000,1.1346,27.6000,NORMAIL,-10.6000,1.1347,30.6000,NORMAIL,-10.6000,1.1347,33.6000,NORMAIL,-10.6000,1.1347,36.6000,NORMAIL,-10.6000,1.1347,39.6000,NORMAIL,-13.6000,1.1348,12.6000,NORMAIL,-13.6000,1.1348,15.6000,NORMAIL,-13.6000,1.1348,18.6000,NORMAIL,-13.6000,1.1349,21.6000,NORMAIL,-13.6000,1.1347,24.6000,NORMAIL,-13.6000,1.1348,27.6000,NORMAIL,-13.6000,1.1348,30.6000,NORMAIL,-13.6000,1.1348,33.6000,NORMAIL,-13.6000,1.1349,36.6000,NORMAIL,-13.6000,1.1348,39.6000,NORMAIL,-16.6000,1.1349,12.6000,NORMAIL,-16.6000,1.1350,15.6000,NORMAIL,-16.6000,1.1349,18.6000,NORMAIL,-16.6000,1.1349,21.6000,NORMAIL,-16.6000,1.1350,24.6000,NORMAIL,-16.6000,1.1350,27.6000,NORMAIL,-16.6000,1.1349,30.6000,NORMAIL,-16.6000,1.1349,33.6000,NORMAIL,-16.6000,1.1349,36.6000,NORMAIL,-16.6000,1.1350,39.6000,NORMAIL,-19.6000,1.1351,12.6000,NORMAIL,-19.6000,1.1351,15.6000,NORMAIL,-19.6000,1.1350,18.6000,NORMAIL,-19.6000,1.1350,21.6000,NORMAIL,-19.6000,1.1351,24.6000,NORMAIL,-19.6000,1.1351,27.6000,NORMAIL,-19.6000,1.1350,30.6000,NORMAIL,-19.6000,1.1351,33.6000,NORMAIL,-19.6000,1.1351,36.6000,NORMAIL,-19.6000,1.1351,39.6000,NORMAIL,-22.6000,1.1341,21.1700,NORMAIL,-22.6000,1.1346,24.1700,NORMAIL,-22.6000,1.1350,27.1700,NORMAIL,-22.6000,1.1348,30.1700,NORMAIL,-22.6000,1.1343,33.1700,NORMAIL
0.500,1.4000,5.6010,12.6000,FOLLOW,1.4000,5.6010,15.6000,FOLLOW,1.4000,5.6010,18.6000,FOLLOW,1.4000,5.6009,21.6000,FOLLOW,1.4000,5.6010,24.6000,FOLLOW,1.4000,5.6010,27.6000,FOLLOW,1.4000,5.6010,30.6000,FOLLOW,1.4000,5.6011,33.6000,FOLLOW,1.4000,5.6010,36.6000,FOLLOW,1.4000,5.6009,39.6000,FOLLOW,-1.6000,5.6011,33.6000,FOLLOW,-1.6000,5.6011,12.6000,FOLLOW,-1.6000,5.6011,15.6000,FOLLOW,-1.6000,5.6011,18.6000,FOLLOW,-1.6000,5.6011,21.6000,FOLLOW,-1.6000,5.6012,24.6000,FOLLOW,-1.6000,5.6012,27.6000,FOLLOW,-1.6000,5.6011,30.6000,FOLLOW,-1.6000,5.6011,36.6000,FOLLOW,-1.6000,5.6012,39.6000,FOLLOW,-4.6000,5.6012,12.6000,FOLLOW,-4.6000,5.6013,15.6000,FOLLOW,-4.6000,5.6013,18.6000,FOLLOW,-4.6000,5.6013,21.6000,FOLLOW,-4.6000,5.6013,24.6000,FOLLOW,-4.6000,5.6012,27.6000,FOLLOW,-4.6000,5.6012,30.6000,FOLLOW,-4.6000,5.6013,33.6000,FOLLOW,-4.6000,5.6013,36.6000,FOLLOW,-4.6000,5.6012,39.6000,FOLLOW,-7.6000,5.6014,12.6000,FOLLOW,-7.6000,5.6014,15.6000,FOLLOW,-7.6000,5.6014,18.6000,FOLLOW,-7.6000,5.6014,21.6000,FOLLOW,-7.6000,5.6014,24.6000,FOLLOW,-7.6000,5.6013,27.6000,FOLLOW,-7.6000,5.6014,30.6000,FOLLOW,-7.6000,5.6014,33.6000,FOLLOW,-7.6000,5.6013,36.6000,FOLLOW,-7.6000,5.6014,39.6000,FOLLOW,-10.6000,5.6015,12.6000,FOLLOW,-10.6000,5.6015,15.6000,FOLLOW,-10.6000,5.6015,18.6000,FOLLOW,-10.6000,5.6015,21.6000,FOLLOW,-10.6000,5.6016,24.6000,FOLLOW,-10.6000,5.6015,27.6000,FOLLOW,-10.6000,5.6015,30.6000,FOLLOW,-10.6000,5.6016,33.6000,FOLLOW,-10.6000,5.6015,36.6000,FOLLOW,-10.6000,5.6015,39.6000,FOLLOW,-13.6000,5.6017,12.6000,FOLLOW,-13.6000,5.6016,15.6000,FOLLOW,-13.6000,5.6017,18.6000,FOLLOW,-13.6000,5.6017,21.6000,FOLLOW,-13.6000,5.6016,24.6000,FOLLOW,-13.6000,5.6016,27.6000,FOLLOW,-13.6000,5.6016,30.6000,FOLLOW,-13.6000,5.6016,33.6000,FOLLOW,-13.6000,5.6017,36.6000,FOLLOW,-13.6000,5.6016,39.6000,FOLLOW,-16.6000,5.6019,12.6000,FOLLOW,-16.6000,5.6019,15.6000,FOLLOW,-16.6000,5.6017,18.6000,FOLLOW,-16.6000,5.6018,21.6000,FOLLOW,-16.6000,5.6019,24.6000,FOLLOW,-16.6000,5.6021,27.6000,FOLLOW,-16.6000,5.6018,30.6000,FOLLOW,-16.6000,5.6018,33.6000,FOLLOW,-16.6000,5.6017,36.6000,FOLLOW,-16.6000,5.6020,39.6000,FOLLOW,-19.6000,5.6032,12.6000,FOLLOW,-19.6000,5.6026,15.6000,FOLLOW,-19.6000,5.6021,18.6000,FOLLOW,-19.6000,5.6022,21.6000,FOLLOW,-19.6000,5.6025,24.6000,FOLLOW,-19.6000,5.6030,27.6000,FOLLOW,-19.6000,5.6023,30.6000,FOLLOW,-19.6000,5.6033,33.6000,FOLLOW,-19.6000,5.6033,36.6000,FOLLOW,-19.6000,5.6028,39.6000,FOLLOW,-22.6000,5.6006,21.2528,FOLLOW,-22.6000,5.6018,24.2529,FOLLOW,-22.6000,5.6026,27.2529,FOLLOW,-22.6000,5.6023,30.2529,FOLLOW,-22.6000,5.6011,33.2529,FOLLOW
1.000,1.4000,9.3159,12.6000,FOLLOW,1.4000,9.3159,15.6000,FOLLOW,1.4000,9.3159,18.6000,FOLLOW,1.4000,9.3159,21.6000,FOLLOW,1.4000,9.3159,24.6000,FOLLOW,1.4000,9.3159,27.6000,FOLLOW,1.4000,9.3160,30.6000,FOLLOW,1.4000,9.3160,33.6000,FOLLOW,1.4000,9.3159,36.6000,FOLLOW,1.4000,9.3159,39.6000,FOLLOW,-1.6000,9.3160,33.6000,FOLLOW,-1.6000,9.3160,12.6000,FOLLOW,-1.6000,9.3160,15.6000,FOLLOW,-1.6000,9.3160,18.6000,FOLLOW,-1.6000,9.3160,21.6000,FOLLOW,-1.6000,9.3160,24.6000,FOLLOW,-1.6000,9.3160,27.6000,FOLLOW,-1.6000,9.3160,30.6000,FOLLOW,-1.6000,9.3160,36.6000,FOLLOW,-1.6000,9.3160,39.6000,FOLLOW,-4.6000,9.3161,12.6000,FOLLOW,-4.6000,9.3161,15.6000,FOLLOW,-4.6000,9.3161,18.6000,FOLLOW,-4.6000,9.3161,21.6000,FOLLOW,-4.6000,9.3161,24.6000,FOLLOW,-4.6000,9.3160,27.6000,FOLLOW,-4.6000,9.3161,30.6000,FOLLOW,-4.6000,9.3161,33.6000,FOLLOW,-4.6000,9.3161,36.6000,FOLLOW,-4.6000,9.3161,39.6000,FOLLOW,-7.6000,9.3162,12.6000,FOLLOW,-7.6000,9.3161,15.6000,FOLLOW,-7.6000,9.3161,18.6000,FOLLOW,-7.6000,9.3162,21.6000,FOLLOW,-7.6000,9.3162,24.6000,FOLLOW,-7.6000,9.3161,27.6000,FOLLOW,-7.6000,9.3162,30.6000,FOLLOW,-7.6000,9.3162,33.6000,FOLLOW,-7.6000,9.3161,36.6000,FOLLOW,-7.6000,9.3162,39.6000,FOLLOW,-10.6000,9.3162,12.6000,FOLLOW,-10.6000,9.3162,15.6000,FOLLOW,-10.6000,9.3162,18.6000,FOLLOW,-10.6000,9.3162,21.6000,FOLLOW,-10.6000,9.3163,24.6000,FOLLOW,-10.6000,9.3162,27.6000,FOLLOW,-10.6000,9.3162,30.6000,FOLLOW,-10.6000,9.3163,33.6000,FOLLOW,-10.6000,9.3162,36.6000,FOLLOW,-10.6000,9.3162,39.6000,FOLLOW,-13.6000,9.3163,12.6000,FOLLOW,-13.6000,9.3163,15.6000,FOLLOW,-13.6000,9.3163,18.6000,FOLLOW,-13.6000,9.3163,21.6000,FOLLOW,-13.6000,9.3163,24.6000,FOLLOW,-13.6000,9.3163,27.6000,FOLLOW,-13.6000,9.3163,30.6000,FOLLOW,-13.6000,9.3163,33.6000,FOLLOW,-13.6000,9.3163,36.6000,FOLLOW,-13.6000,9.3163,39.6000,FOLLOW,-16.6000,9.3164,12.6000,FOLLOW,-16.6000,9.3165,15.6000,FOLLOW,-16.6000,9.3164,18.6000,FOLLOW,-16.6000,9.3164,21.6000,FOLLOW,-16.6000,9.3165,24.6000,FOLLOW,-16.6000,9.3166,27.6000,FOLLOW,-16.6000,9.3164,30.6000,FOLLOW,-16.6000,9.3164,33.6000,FOLLOW,-16.6000,9.3164,36.6000,FOLLOW,-16.6000,9.3165,39.6000,FOLLOW,-19.6000,9.3172,12.6000,FOLLOW,-19.6000,9.3169,15.6000,FOLLOW,-19.6000,9.3166,18.6000,FOLLOW,-19.6000,9.3167,21.6000,FOLLOW,-19.6000,9.3168,24.6000,FOLLOW,-19.6000,9.3171,27.6000,FOLLOW,-19.6000,9.3167,30.6000,FOLLOW,-19.6000,9.3173,33.6000,FOLLOW,-19.6000,9.3173,36.6000,FOLLOW,-19.6000,9.3170,39.6000,FOLLOW,-22.6000,9.3157,21.3214,FOLLOW,-22.6000,9.3164,24.3214,FOLLOW,-22.6000,9.3169,27.3214,FOLLOW,-22.6000,9.3167,30.3214,FOLLOW,-22.6000,9.3160,33.3214,FOLLOW
1.500,1.4000,11.5086,12.6000,FOLLOW,1.4000,11.5086,15.6000,FOLLOW,1.4000,11.5086,18.6000,FOLLOW,1.4000,11.5086,21.6000,FOLLOW,1.4000,11.5086,24.6000,FOLLOW,1.4000,11.5086,27.6000,FOLLOW,1.4000,11.5086,30.6000,FOLLOW,1.4000,11.5086,33.6000,FOLLOW,1.4000,11.5086,36.6000,FOLLOW,1.4000,11.5086,39.6000,FOLLOW,-1.6000,11.5086,33.6000,FOLLOW,-1.6000,11.5086,12.6000,FOLLOW,-1.6000,11.5086,15.6000,FOLLOW,-1.6000,11.5086,18.6000,FOLLOW,-1.6000,11.5086,21.6000,FOLLOW,-1.6000,11.5086,24.6000,FOLLOW,-1.6000,11.5086,27.6000,FOLLOW,-1.6000,11.5086,30.6000,FOLLOW,-1.6000,11.5086,36.6000,FOLLOW,-1.6000,11.5086,39.6000,FOLLOW,-4.6000,11.5087,12.6000,FOLLOW,-4.6000,11.5087,15.6000,FOLLOW,-4.6000,11.5087,18.6000,FOLLOW,-4.6000,11.5087,21.6000,FOLLOW,-4.6000,11.5087,24.6000,FOLLOW,-4.6000,11.5087,27.6000,FOLLOW,-4.6000,11.5087,30.6000,FOLLOW,-4.6000,11.5087,33.6000,FOLLOW,-4.6000,11.5087,36.6000,FOLLOW,-4.6000,11.5087,39.6000,FOLLOW,-7.6000,11.5087,12.6000,FOLLOW,-7.6000,11.5087,15.6000,FOLLOW,-7.6000,11.5087,18.6000,FOLLOW,-7.6000,11.5087,21.6000,FOLLOW,-7.6000,11.5087,24.6000,FOLLOW,-7.6000,11.5087,27.6000,FOLLOW,-7.6000,11.5087,30.6000,FOLLOW,-7.6000,11.5087,33.6000,FOLLOW,-7.6000,11.5087,36.6000,FOLLOW,-7.6000,11.5087,39.6000,FOLLOW,-10.6000,11.5087,12.6000,FOLLOW,-10.6000,11.5088,15.6000,FOLLOW,-10.6000,11.5087,18.6000,FOLLOW,-10.6000,11.5087,21.6000,FOLLOW,-10.6000,11.5088,24.6000,FOLLOW,-10.6000,11.5088,27.6000,FOLLOW,-10.6000,11.5088,30.6000,FOLLOW,-10.6000,11.5088,33.6000,FOLLOW,-10.6000,11.5088,36.6000,FOLLOW,-10.6000,11.5088,39.6000,FOLLOW,-13.6000,11.5088,12.6000,FOLLOW,-13.6000,11.5088,15.6000,FOLLOW,-13.6000,11.5088,18.6000,FOLLOW,-13.6000,11.5088,21.6000,FOLLOW,-13.6000,11.5088,24.6000,FOLLOW,-13.6000,11.5088,27.6000,FOLLOW,-13.6000,11.5088,30.6000,FOLLOW,-13.6000,11.5088,33.6000,FOLLOW,-13.6000,11.5088,36.6000,FOLLOW,-13.6000,11.5088,39.6000,FOLLOW,-16.6000,11.5089,12.6000,FOLLOW,-16.6000,11.5089,15.6000,FOLLOW,-16.6000,11.5088,18.6000,FOLLOW,-16.6000,11.5089,21.6000,FOLLOW,-16.6000,11.5089,24.6000,FOLLOW,-16.6000,11.5090,27.6000,FOLLOW,-16.6000,11.5089,30.6000,FOLLOW,-16.6000,11.5088,33.6000,FOLLOW,-16.6000,11.5088,36.6000,FOLLOW,-16.6000,11.5089,39.6000,FOLLOW,-19.6000,11.5093,12.6000,FOLLOW,-19.6000,11.5091,15.6000,FOLLOW,-19.6000,11.5090,18.6000,FOLLOW,-19.6000,11.5090,21.6000,FOLLOW,-19.6000,11.5091,24.6000,FOLLOW,-19.6000,11.5093,27.6000,FOLLOW,-19.6000,11.5090,30.6000,FOLLOW,-19.6000,11.5094,33.6000,FOLLOW,-19.6000,11.5094,36.6000,FOLLOW,-19.6000,11.5092,39.6000,FOLLOW,-22.6000,11.5084,21.3618,FOLLOW,-22.6000,11.5088,24.3618,FOLLOW,-22.6000,11.5091,27.3618,FOLLOW,-22.6000,11.5090,30.3618,FOLLOW,-22.6000,11.5086,33.3618,FOLLOW
2.000,1.4000,12.8027,12.6000,FOLLOW,1.4000,12.8027,15.6000,FOLLOW,1.4000,12.8027,18.6000,FOLLOW,1.4000,12.8027,21.6000,FOLLOW,1.4000,12.8027,24.6000,FOLLOW,1.4000,12.8027,27.6000,FOLLOW,1.4000,12.8027,30.6000,FOLLOW,1.4000,12.8027,33.6000,FOLLOW,1.4000,12.8027,36.6000,FOLLOW,1.4000,12.8027,39.6000,FOLLOW,-1.6000,12.8028,33.6000,FOLLOW,-1.6000,12.8027,12.6000,FOLLOW,-1.6000,12.8027,15.6000,FOLLOW,-1.6000,12.8028,18.6000,FOLLOW,-1.6000,12.8028,21.6000,FOLLOW,-1.6000,12.8028,24.6000,FOLLOW,-1.6000,12.8028,27.6000,FOLLOW,-1.6000,12.8027,30.6000,FOLLOW,-1.6000,12.8027,36.6000,FOLLOW,-1.6000,12.8028,39.6000,FOLLOW,-4.6000,12.8028,12.6000,FOLLOW,-4.6000,12.8028,15.6000,FOLLOW,-4.6000,12.8028,18.6000,FOLLOW,-4.6000,12.8028,21.6000,FOLLOW,-4.6000,12.8028,24.6000,FOLLOW,-4.6000,12.8028,27.6000,FOLLOW,-4.6000,12.8028,30.6000,FOLLOW,-4.6000,12.8028,33.6000,FOLLOW,-4.6000,12.8028,36.6000,FOLLOW,-4.6000,12.8028,39.6000,FOLLOW,-7.6000,12.8028,12.6000,FOLLOW,-7.6000,12.8028,15.6000,FOLLOW,-7.6000,12.8028,18.6000,FOLLOW,-7.6000,12.8028,21.6000,FOLLOW,-7.6000,12.8028,24.6000,FOLLOW,-7.6000,12.8028,27.6000,FOLLOW,-7.6000,12.8028,30.6000,FOLLOW,-7.6000,12.8028,33.6000,FOLLOW,-7.6000,12.8028,36.6000,FOLLOW,-7.6000,12.8028,39.6000,FOLLOW,-10.6000,12.8028,12.6000,FOLLOW,-10.6000,12.8028,15.6000,FOLLOW,-10.6000,12.8028,18.6000,FOLLOW,-10.6000,12.8028,21.6000,FOLLOW,-10.6000,12.8028,24.6000,FOLLOW,-10.6000,12.8028,27.6000,FOLLOW,-10.6000,12.8028,30.6000,FOLLOW,-10.6000,12.8028,33.6000,FOLLOW,-10.6000,12.8028,36.6000,FOLLOW,-10.6000,12.8028,39.6000,FOLLOW,-13.6000,12.8029,12.6000,FOLLOW,-13.6000,12.8028,15.6000,FOLLOW,-13.6000,12.8029,18.6000,FOLLOW,-13.6000,12.8029,21.6000,FOLLOW,-13.6000,12.8028,24.6000,FOLLOW,-13.6000,12.8029,27.6000,FOLLOW,-13.6000,12.8029,30.6000,FOLLOW,-13.6000,12.8029,33.6000,FOLLOW,-13.6000,12.8029,36.6000,FOLLOW,-13.6000,12.8029,39.6000,FOLLOW,-16.6000,12.8029,12.6000,FOLLOW,-16.6000,12.8029,15.6000,FOLLOW,-16.6000,12.8029,18.6000,FOLLOW,-16.6000,12.8029,21.6000,FOLLOW,-16.6000,12.8029,24.6000,FOLLOW,-16.6000,12.8029,27.6000,FOLLOW,-16.6000,12.8029,30.6000,FOLLOW,-16.6000,12.8029,33.6000,FOLLOW,-16.6000,12.8029,36.6000,FOLLOW,-16.6000,12.8029,39.6000,FOLLOW,-19.6000,12.8032,12.6000,FOLLOW,-19.6000,12.8031,15.6000,FOLLOW,-19.6000,12.8030,18.6000,FOLLOW,-19.6000,12.8030,21.6000,FOLLOW,-19.6000,12.8030,24.6000,FOLLOW,-19.6000,12.8031,27.6000,FOLLOW,-19.6000,12.8030,30.6000,FOLLOW,-19.6000,12.8032,33.6000,FOLLOW,-19.6000,12.8032,36.6000,FOLLOW,-19.6000,12.8031,39.6000,FOLLOW,-22.6000,12.8026,21.3856,FOLLOW,-22.6000,12.8029,24.3856,FOLLOW,-22.6000,12.8031,27.3856,FOLLOW,-22.6000,12.8030,30.3857,FOLLOW,-22.6000,12.8028,33.3856,FOLLOW
2.500,1.4000,13.5668,12.6000,FOLLOW,1.4000,13.5668,15.6000,FOLLOW,1.4000,13.5668,18.6000,FOLLOW,1.4000,13.5668,21.6000,FOLLOW,1.4000,13.5668,24.6000,FOLLOW,1.4000,13.5668,27.6000,FOLLOW,1.4000,13.5668,30.6000,FOLLOW,1.4000,13.5668,33.6000,FOLLOW,1.4000,13.5668,36.6000,FOLLOW,1.4000,13.5668,39.6000,FOLLOW,-1.6000,13.5668,33.6000,FOLLOW,-1.6000,13.5668,12.6000,FOLLOW,-1.6000,13.5668,15.6000,FOLLOW,-1.6000,13.5668,18.6000,FOLLOW,-1.6000,13.5668,21.6000,FOLLOW,-1.6000,13.5668,24.6000,FOLLOW,-1.6000,13.5668,27.6000,FOLLOW,-1.6000,13.5668,30.6000,FOLLOW,-1.6000,13.5668,36.6000,FOLLOW,-1.6000,13.5668,39.6000,FOLLOW,-4.6000,13.5669,12.6000,FOLLOW,-4.6000,13.5669,15.6000,FOLLOW,-4.6000,13.5669,18.6000,FOLLOW,-4.6000,13.5669,21.6000,FOLLOW,-4.6000,13.5669,24.6000,FOLLOW,-4.6000,13.5668,27.6000,FOLLOW,-4.6000,13.5668,30.6000,FOLLOW,-4.6000,13.5669,33.6000,FOLLOW,-4.6000,13.5669,36.6000,FOLLOW,-4.6000,13.5669,39.6000,FOLLOW,-7.6000,13.5669,12.6000,FOLLOW,-7.6000,13.5669,15.6000,FOLLOW,-7.6000,13.5669,18.6000,FOLLOW,-7.6000,13.5669,21.6000,FOLLOW,-7.6000,13.5669,24.6000,FOLLOW,-7.6000,13.5669,27.6000,FOLLOW,-7.6000,13.5669,30.6000,FOLLOW,-7.6000,13.5669,33.6000,FOLLOW,-7.6000,13.5669,36.6000,FOLLOW,-7.6000,13.5669,39.6000,FOLLOW,-10.6000,13.5669,12.6000,FOLLOW,-10.6000,13.5669,15.6000,FOLLOW,-10.6000,13.5669,18.6000,FOLLOW,-10.6000,13.5669,21.6000,FOLLOW,-10.6000,13.5669,24.6000,FOLLOW,-10.6000,13.5669,27.6000,FOLLOW,-10.6000,13.5669,30.6000,FOLLOW,-10.6000,13.5669,33.6000,FOLLOW,-10.6000,13.5669,36.6000,FOLLOW,-10.6000,13.5669,39.6000,FOLLOW,-13.6000,13.5669,12.6000,FOLLOW,-13.6000,13.5669,15.6000,FOLLOW,-13.6000,13.5669,18.6000,FOLLOW,-13.6000,13.5669,21.6000,FOLLOW,-13.6000,13.5669,24.6000,FOLLOW,-13.6000,13.5669,27.6000,FOLLOW,-13.6000,13.5669,30.6000,FOLLOW,-13.6000,13.5669,33.6000,FOLLOW,-13.6000,13.5669,36.6000,FOLLOW,-13.6000,13.5669,39.6000,FOLLOW,-16.6000,13.5669,12.6000,FOLLOW,-16.6000,13.5669,15.6000,FOLLOW,-16.6000,13.5669,18.6000,FOLLOW,-16.6000,13.5669,21.6000,FOLLOW,-16.6000,13.5669,24.6000,FOLLOW,-16.6000,13.5670,27.6000,FOLLOW,-16.6000,13.5669,30.6000,FOLLOW,-16.6000,13.5669,33.6000,FOLLOW,-16.6000,13.5669,36.6000,FOLLOW,-16.6000,13.5669,39.6000,FOLLOW,-19.6000,13.5671,12.6000,FOLLOW,-19.6000,13.5670,15.6000,FOLLOW,-19.6000,13.5670,18.6000,FOLLOW,-19.6000,13.5670,21.6000,FOLLOW,-19.6000,13.5670,24.6000,FOLLOW,-19.6000,13.5671,27.6000,FOLLOW,-19.6000,13.5670,30.6000,FOLLOW,-19.6000,13.5671,33.6000,FOLLOW,-19.6000,13.5671,36.6000,FOLLOW,-19.6000,13.5670,39.6000,FOLLOW,-22.6000,13.5668,21.3997,FOLLOW,-22.6000,13.5669,24.3997,FOLLOW,-22.6000,13.5670,27.3997,FOLLOW,-22.6000,13.5670,30.3997,FOLLOW,-22.6000,13.5668,33.3997,FOLLOW
