time,d0_x,d0_y,d0_z,d1_x,d1_y,d1_z,d2_x,d2_y,d2_z,d3_x,d3_y,d3_z,d4_x,d4_y,d4_z,d5_x,d5_y,d5_z,d6_x,d6_y,d6_z,d7_x,d7_y,d7_z,d8_x,d8_y,d8_z,d9_x,d9_y,d9_z,d10_x,d10_y,d10_z,d11_x,d11_y,d11_z,d12_x,d12_y,d12_z,d13_x,d13_y,d13_z,d14_x,d14_y,d14_z,d15_x,d15_y,d15_z,d16_x,d16_y,d16_z,d17_x,d17_y,d17_z,d18_x,d18_y,d18_z,d19_x,d19_y,d19_z,d20_x,d20_y,d20_z,d21_x,d21_y,d21_z,d22_x,d22_y,d22_z,d23_x,d23_y,d23_z,d24_x,d24_y,d24_z,d25_x,d25_y,d25_z,d26_x,d26_y,d26_z,d27_x,d27_y,d27_z,d28_x,d28_y,d28_z,d29_x,d29_y,d29_z,d30_x,d30_y,d30_z,d31_x,d31_y,d31_z,d32_x,d32_y,d32_z,d33_x,d33_y,d33_z,d34_x,d34_y,d34_z,d35_x,d35_y,d35_z,d36_x,d36_y,d36_z,d37_x,d37_y,d37_z,d38_x,d38_y,d38_z,d39_x,d39_y,d39_z,d40_x,d40_y,d40_z,d41_x,d41_y,d41_z,d42_x,d42_y,d42_z,d43_x,d43_y,d43_z,d44_x,d44_y,d44_z,d45_x,d45_y,d45_z,d46_x,d46_y,d46_z,d47_x,d47_y,d47_z,d48_x,d48_y,d48_z,d49_x,d49_y,d49_z,d50_x,d50_y,d50_z,d51_x,d51_y,d51_z,d52_x,d52_y,d52_z,d53_x,d53_y,d53_z,d54_x,d54_y,d54_z,d55_x,d55_y,d55_z,d56_x,d56_y,d56_z,d57_x,d57_y,d57_z,d58_x,d58_y,d58_z,d59_x,d59_y,d59_z,d60_x,d60_y,d60_z,d61_x,d61_y,d61_z,d62_x,d62_y,d62_z,d63_x,d63_y,d63_z,d64_x,d64_y,d64_z,d65_x,d65_y,d65_z,d66_x,d66_y,d66_z,d67_x,d67_y,d67_z,d68_x,d68_y,d68_z,d69_x,d69_y,d69_z,d70_x,d70_y,d70_z,d71_x,d71_y,d71_z,d72_x,d72_y,d72_z,d73_x,d73_y,d73_z,d74_x,d74_y,d74_z,d75_x,d75_y,d75_z,d76_x,d76_y,d76_z,d77_x,d77_y,d77_z,d78_x,d78_y,d78_z,d79_x,d79_y,d79_z,d80_x,d80_y,d80_z,d81_x,d81_y,d81_z,d82_x,d82_y,d82_z,d83_x,d83_y,d83_z,d84_x,d84_y,d84_z
0.000,1.4000,1.1339,12.6000,1.4000,1.1340,15.6000,1.4000,1.1339,18.6000,1.4000,1.1339,21.6000,1.4000,1.1338,24.6000,1.4000,1.1338,27.6000,1.4000,1.1339,30.6000,1.4000,1.1339,33.6000,1.4000,1.1339,36.6000,1.4000,1.1339,39.6000,-1.6000,1.1340,33.6000,-1.6000,1.1340,12.6000,-1.6000,1.1340,15.6000,-1.6000,1.1340,18.6000,-1.6000,1.1341,21.6000,-1.6000,1.1341,24.6000,-1.6000,1.1340,27.6000,-1.6000,1.1341,30.6000,-1.6000,1.1340,36.6000,-1.6000,1.1341,39.6000,-4.6000,1.1342,12.6000,-4.6000,1.1343,15.6000,-4.6000,1.1342,18.6000,-4.6000,1.1341,21.6000,-4.6000,1.1341,24.6000,-4.6000,1.1342,27.6000,-4.6000,1.1342,30.6000,-4.6000,1.1342,33.6000,-4.6000,1.1342,36.6000,-4.6000,1.1342,39.6000,-7.6000,1.1343,12.6000,-7.6000,1.1344,15.6000,-7.6000,1.1343,18.6000,-7.6000,1.1343,21.6000,-7.6000,1.1343,24.6000,-7.6000,1.1343,27.6000,-7.6000,1.1344,30.6000,-7.6000,1.1344,33.6000,-7.6000,1.1344,36.6000,-7.6000,1.1343,39.6000,-10.6000,1.1345,12.6000,-10.6000,1.1345,15.6000,-10.6000,1.1344,18.6000,-10.6000,1.1345,21.6000,-10.6000,1.1345,24.6000,-10.6000,1.1344,27.6000,-10.6000,1.1345,30.6000,-10.6000,1.1344,33.6000,-10.6000,1.1345,36.6000,-10.6000,1.1345,39.6000,-13.6000,1.1346,12.6000,-13.6000,1.1347,15.6000,-13.6000,1.1346,18.6000,-13.6000,1.1346,21.6000,-13.6000,1.1346,24.6000,-13.6000,1.1346,27.6000,-13.6000,1.1347,30.6000,-13.6000,1.1345,33.6000,-13.6000,1.1346,36.6000,-13.6000,1.1346,39.6000,-16.6000,1.1348,12.6000,-16.6000,1.1347,15.6000,-16.6000,1.1348,18.6000,-16.6000,1.1347,21.6000,-16.6000,1.1348,24.6000,-16.6000,1.1347,27.6000,-16.6000,1.1348,30.6000,-16.6000,1.1348,33.6000,-16.6000,1.1347,36.6000,-16.6000,1.1347,39.6000,-19.6000,1.1348,12.6000,-19.6000,1.1349,15.6000,-19.6000,1.1349,18.6000,-19.6000,1.1349,21.6000,-19.6000,1.1349,24.6000,-19.6000,1.1348,27.6000,-19.6000,1.1349,30.6000,-19.6000,1.1349,33.6000,-19.6000,1.1349,36.6000,-19.6000,1.1349,39.6000,-22.6000,1.1341,21.1700,-22.6000,1.1346,24.1700,-22.6000,1.1348,27.1700,-22.6000,1.1344,30.1700,-22.6000,1.1339,33.1700
0.500,1.4000,5.7937,12.6000,1.4000,5.7937,15.6000,1.4000,5.7937,18.6000,1.4000,5.7937,21.6000,1.4000,5.7936,24.6000,1.4000,5.7936,27.6000,1.4000,5.7936,30.6000,1.4000,5.7937,33.6000,1.4000,5.7936,36.6000,1.4000,5.7936,39.6000,-1.6000,5.7937,33.6000,-1.6000,5.7938,12.6000,-1.6000,5.7937,15.6000,-1.6000,5.7938,18.6000,-1.6000,5.7938,21.6000,-1.6000,5.7938,24.6000,-1.6000,5.7938,27.6000,-1.6000,5.7938,30.6000,-1.6000,5.7937,36.6000,-1.6000,5.7938,39.6000,-4.6000,5.7940,12.6000,-4.6000,5.7940,15.6000,-4.6000,5.7939,18.6000,-4.6000,5.7939,21.6000,-4.6000,5.7939,24.6000,-4.6000,5.7939,27.6000,-4.6000,5.7939,30.6000,-4.6000,5.7939,33.6000,-4.6000,5.7939,36.6000,-4.6000,5.7939,39.6000,-7.6000,5.7940,12.6000,-7.6000,5.7941,15.6000,-7.6000,5.7940,18.6000,-7.6000,5.7941,21.6000,-7.6000,5.7940,24.6000,-7.6000,5.7940,27.6000,-7.6000,5.7941,30.6000,-7.6000,5.7941,33.6000,-7.6000,5.7941,36.6000,-7.6000,5.7940,39.6000,-10.6000,5.7942,12.6000,-10.6000,5.7942,15.6000,-10.6000,5.7941,18.6000,-10.6000,5.7942,21.6000,-10.6000,5.7942,24.6000,-10.6000,5.7941,27.6000,-10.6000,5.7942,30.6000,-10.6000,5.7941,33.6000,-10.6000,5.7942,36.6000,-10.6000,5.7942,39.6000,-13.6000,5.7943,12.6000,-13.6000,5.7944,15.6000,-13.6000,5.7943,18.6000,-13.6000,5.7943,21.6000,-13.6000,5.7943,24.6000,-13.6000,5.7943,27.6000,-13.6000,5.7944,30.6000,-13.6000,5.7942,33.6000,-13.6000,5.7943,36.6000,-13.6000,5.7943,39.6000,-16.6000,5.7947,12.6000,-16.6000,5.7945,15.6000,-16.6000,5.7945,18.6000,-16.6000,5.7944,21.6000,-16.6000,5.7946,24.6000,-16.6000,5.7944,27.6000,-16.6000,5.7947,30.6000,-16.6000,5.7946,33.6000,-16.6000,5.7945,36.6000,-16.6000,5.7944,39.6000,-19.6000,5.7949,12.6000,-19.6000,5.7953,15.6000,-19.6000,5.7958,18.6000,-19.6000,5.7959,21.6000,-19.6000,5.7960,24.6000,-19.6000,5.7948,27.6000,-19.6000,5.7956,30.6000,-19.6000,5.7951,33.6000,-19.6000,5.7950,36.6000,-19.6000,5.7955,39.6000,-22.6000,5.7938,21.2562,-22.6000,5.7949,24.2562,-22.6000,5.7953,27.2562,-22.6000,5.7944,30.2562,-22.6000,5.7932,33.2562
1.000,1.4000,9.3268,12.6000,1.4000,9.3269,15.6000,1.4000,9.3268,18.6000,1.4000,9.3269,21.6000,1.4000,9.3268,24.6000,1.4000,9.3268,27.6000,1.4000,9.3268,30.6000,1.4000,9.3269,33.6000,1.4000,9.3268,36.6000,1.4000,9.3268,39.6000,-1.6000,9.3269,33.6000,-1.6000,9.3269,12.6000,-1.6000,9.3269,15.6000,-1.6000,9.3269,18.6000,-1.6000,9.3270,21.6000,-1.6000,9.3269,24.6000,-1.6000,9.3269,27.6000,-1.6000,9.3269,30.6000,-1.6000,9.3269,36.6000,-1.6000,9.3269,39.6000,-4.6000,9.3270,12.6000,-4.6000,9.3270,15.6000,-4.6000,9.3270,18.6000,-4.6000,9.3270,21.6000,-4.6000,9.3270,24.6000,-4.6000,9.3270,27.6000,-4.6000,9.3270,30.6000,-4.6000,9.3270,33.6000,-4.6000,9.3270,36.6000,-4.6000,9.3270,39.6000,-7.6000,9.3271,12.6000,-7.6000,9.3271,15.6000,-7.6000,9.3271,18.6000,-7.6000,9.3271,21.6000,-7.6000,9.3271,24.6000,-7.6000,9.3270,27.6000,-7.6000,9.3271,30.6000,-7.6000,9.3271,33.6000,-7.6000,9.3271,36.6000,-7.6000,9.3271,39.6000,-10.6000,9.3272,12.6000,-10.6000,9.3271,15.6000,-10.6000,9.3271,18.6000,-10.6000,9.3272,21.6000,-10.6000,9.3272,24.6000,-10.6000,9.3271,27.6000,-10.6000,9.3272,30.6000,-10.6000,9.3271,33.6000,-10.6000,9.3272,36.6000,-10.6000,9.3272,39.6000,-13.6000,9.3272,12.6000,-13.6000,9.3273,15.6000,-13.6000,9.3272,18.6000,-13.6000,9.3272,21.6000,-13.6000,9.3272,24.6000,-13.6000,9.3272,27.6000,-13.6000,9.3273,30.6000,-13.6000,9.3272,33.6000,-13.6000,9.3273,36.6000,-13.6000,9.3272,39.6000,-16.6000,9.3274,12.6000,-16.6000,9.3273,15.6000,-16.6000,9.3274,18.6000,-16.6000,9.3273,21.6000,-16.6000,9.3274,24.6000,-16.6000,9.3273,27.6000,-16.6000,9.3275,30.6000,-16.6000,9.3274,33.6000,-16.6000,9.3273,36.6000,-16.6000,9.3273,39.6000,-19.6000,9.3276,12.6000,-19.6000,9.3278,15.6000,-19.6000,9.3281,18.6000,-19.6000,9.3282,21.6000,-19.6000,9.3282,24.6000,-19.6000,9.3275,27.6000,-19.6000,9.3280,30.6000,-19.6000,9.3277,33.6000,-19.6000,9.3277,36.6000,-19.6000,9.3279,39.6000,-22.6000,9.3269,21.3212,-22.6000,9.3276,24.3212,-22.6000,9.3278,27.3212,-22.6000,9.3273,30.3212,-22.6000,9.3266,33.3212
1.500,1.4000,11.4590,12.6000,1.4000,11.4590,15.6000,1.4000,11.4590,18.6000,1.4000,11.4590,21.6000,1.4000,11.4590,24.6000,1.4000,11.4590,27.6000,1.4000,11.4590,30.6000,1.4000,11.4590,33.6000,1.4000,11.4590,36.6000,1.4000,11.4590,39.6000,-1.6000,11.4590,33.6000,-1.6000,11.4590,12.6000,-1.6000,11.4590,15.6000,-1.6000,11.4590,18.6000,-1.6000,11.4591,21.6000,-1.6000,11.4591,24.6000,-1.6000,11.4590,27.6000,-1.6000,11.4591,30.6000,-1.6000,11.4590,36.6000,-1.6000,11.4591,39.6000,-4.6000,11.4591,12.6000,-4.6000,11.4591,15.6000,-4.6000,11.4591,18.6000,-4.6000,11.4591,21.6000,-4.6000,11.4591,24.6000,-4.6000,11.4591,27.6000,-4.6000,11.4591,30.6000,-4.6000,11.4591,33.6000,-4.6000,11.4591,36.6000,-4.6000,11.4591,39.6000,-7.6000,11.4591,12.6000,-7.6000,11.4592,15.6000,-7.6000,11.4591,18.6000,-7.6000,11.4591,21.6000,-7.6000,11.4591,24.6000,-7.6000,11.4591,27.6000,-7.6000,11.4592,30.6000,-7.6000,11.4591,33.6000,-7.6000,11.4592,36.6000,-7.6000,11.4591,39.6000,-10.6000,11.4592,12.6000,-10.6000,11.4592,15.6000,-10.6000,11.4592,18.6000,-10.6000,11.4592,21.6000,-10.6000,11.4592,24.6000,-10.6000,11.4592,27.6000,-10.6000,11.4592,30.6000,-10.6000,11.4592,33.6000,-10.6000,11.4592,36.6000,-10.6000,11.4592,39.6000,-13.6000,11.4592,12.6000,-13.6000,11.4593,15.6000,-13.6000,11.4592,18.6000,-13.6000,11.4592,21.6000,-13.6000,11.4592,24.6000,-13.6000,11.4592,27.6000,-13.6000,11.4593,30.6000,-13.6000,11.4592,33.6000,-13.6000,11.4592,36.6000,-13.6000,11.4592,39.6000,-16.6000,11.4594,12.6000,-16.6000,11.4593,15.6000,-16.6000,11.4593,18.6000,-16.6000,11.4593,21.6000,-16.6000,11.4593,24.6000,-16.6000,11.4593,27.6000,-16.6000,11.4594,30.6000,-16.6000,11.4593,33.6000,-16.6000,11.4593,36.6000,-16.6000,11.4593,39.6000,-19.6000,11.4595,12.6000,-19.6000,11.4596,15.6000,-19.6000,11.4598,18.6000,-19.6000,11.4598,21.6000,-19.6000,11.4598,24.6000,-19.6000,11.4594,27.6000,-19.6000,11.4597,30.6000,-19.6000,11.4595,33.6000,-19.6000,11.4595,36.6000,-19.6000,11.4597,39.6000,-22.6000,11.4590,21.3604,-22.6000,11.4595,24.3604,-22.6000,11.4596,27.3604,-22.6000,11.4593,30.3604,-22.6000,11.4588,33.3604
2.000,1.4000,12.7848,12.6000,1.4000,12.7849,15.6000,1.4000,12.7848,18.6000,1.4000,12.7849,21.6000,1.4000,12.7848,24.6000,1.4000,12.7848,27.6000,1.4000,12.7848,30.6000,1.4000,12.7848,33.6000,1.4000,12.7848,36.6000,1.4000,12.7848,39.6000,-1.6000,12.7849,33.6000,-1.6000,12.7849,12.6000,-1.6000,12.7849,15.6000,-1.6000,12.7849,18.6000,-1.6000,12.7849,21.6000,-1.6000,12.7849,24.6000,-1.6000,12.7849,27.6000,-1.6000,12.7849,30.6000,-1.6000,12.7849,36.6000,-1.6000,12.7849,39.6000,-4.6000,12.7849,12.6000,-4.6000,12.7849,15.6000,-4.6000,12.7849,18.6000,-4.6000,12.7849,21.6000,-4.6000,12.7849,24.6000,-4.6000,12.7849,27.6000,-4.6000,12.7849,30.6000,-4.6000,12.7849,33.6000,-4.6000,12.7849,36.6000,-4.6000,12.7849,39.6000,-7.6000,12.7849,12.6000,-7.6000,12.7849,15.6000,-7.6000,12.7849,18.6000,-7.6000,12.7849,21.6000,-7.6000,12.7849,24.6000,-7.6000,12.7849,27.6000,-7.6000,12.7849,30.6000,-7.6000,12.7849,33.6000,-7.6000,12.7849,36.6000,-7.6000,12.7849,39.6000,-10.6000,12.7850,12.6000,-10.6000,12.7850,15.6000,-10.6000,12.7849,18.6000,-10.6000,12.7850,21.6000,-10.6000,12.7850,24.6000,-10.6000,12.7849,27.6000,-10.6000,12.7850,30.6000,-10.6000,12.7849,33.6000,-10.6000,12.7850,36.6000,-10.6000,12.7850,39.6000,-13.6000,12.7850,12.6000,-13.6000,12.7850,15.6000,-13.6000,12.7850,18.6000,-13.6000,12.7850,21.6000,-13.6000,12.7850,24.6000,-13.6000,12.7850,27.6000,-13.6000,12.7850,30.6000,-13.6000,12.7850,33.6000,-13.6000,12.7850,36.6000,-13.6000,12.7850,39.6000,-16.6000,12.7851,12.6000,-16.6000,12.7850,15.6000,-16.6000,12.7850,18.6000,-16.6000,12.7850,21.6000,-16.6000,12.7850,24.6000,-16.6000,12.7850,27.6000,-16.6000,12.7851,30.6000,-16.6000,12.7850,33.6000,-16.6000,12.7850,36.6000,-16.6000,12.7850,39.6000,-19.6000,12.7851,12.6000,-19.6000,12.7852,15.6000,-19.6000,12.7853,18.6000,-19.6000,12.7853,21.6000,-19.6000,12.7853,24.6000,-19.6000,12.7851,27.6000,-19.6000,12.7853,30.6000,-19.6000,12.7852,33.6000,-19.6000,12.7851,36.6000,-19.6000,12.7852,39.6000,-22.6000,12.7849,21.3847,-22.6000,12.7851,24.3847,-22.6000,12.7852,27.3847,-22.6000,12.7850,30.3847,-22.6000,12.7848,33.3847
2.500,1.4000,13.5458,12.6000,1.4000,13.5458,15.6000,1.4000,13.5458,18.6000,1.4000,13.5458,21.6000,1.4000,13.5458,24.6000,1.4000,13.5458,27.6000,1.4000,13.5458,30.6000,1.4000,13.5458,33.6000,1.4000,13.5458,36.6000,1.4000,13.5458,39.6000,-1.6000,13.5458,33.6000,-1.6000,13.5458,12.6000,-1.6000,13.5458,15.6000,-1.6000,13.5458,18.6000,-1.6000,13.5458,21.6000,-1.6000,13.5458,24.6000,-1.6000,13.5458,27.6000,-1.6000,13.5458,30.6000,-1.6000,13.5458,36.6000,-1.6000,13.5458,39.6000,-4.6000,13.5458,12.6000,-4.6000,13.5458,15.6000,-4.6000,13.5458,18.6000,-4.6000,13.5458,21.6000,-4.6000,13.5458,24.6000,-4.6000,13.5458,27.6000,-4.6000,13.5458,30.6000,-4.6000,13.5458,33.6000,-4.6000,13.5458,36.6000,-4.6000,13.5458,39.6000,-7.6000,13.5458,12.6000,-7.6000,13.5458,15.6000,-7.6000,13.5458,18.6000,-7.6000,13.5458,21.6000,-7.6000,13.5458,24.6000,-7.6000,13.5458,27.6000,-7.6000,13.5458,30.6000,-7.6000,13.5458,33.6000,-7.6000,13.5458,36.6000,-7.6000,13.5458,39.6000,-10.6000,13.5459,12.6000,-10.6000,13.5458,15.6000,-10.6000,13.5458,18.6000,-10.6000,13.5458,21.6000,-10.6000,13.5458,24.6000,-10.6000,13.5458,27.6000,-10.6000,13.5458,30.6000,-10.6000,13.5458,33.6000,-10.6000,13.5458,36.6000,-10.6000,13.5459,39.6000,-13.6000,13.5459,12.6000,-13.6000,13.5459,15.6000,-13.6000,13.5459,18.6000,-13.6000,13.5459,21.6000,-13.6000,13.5459,24.6000,-13.6000,13.5459,27.6000,-13.6000,13.5459,30.6000,-13.6000,13.5459,33.6000,-13.6000,13.5459,36.6000,-13.6000,13.5459,39.6000,-16.6000,13.5459,12.6000,-16.6000,13.5459,15.6000,-16.6000,13.5459,18.6000,-16.6000,13.5459,21.6000,-16.6000,13.5459,24.6000,-16.6000,13.5459,27.6000,-16.6000,13.5459,30.6000,-16.6000,13.5459,33.6000,-16.6000,13.5459,36.6000,-16.6000,13.5459,39.6000,-19.6000,13.5459,12.6000,-19.6000,13.5460,15.6000,-19.6000,13.5461,18.6000,-19.6000,13.5461,21.6000,-19.6000,13.5461,24.6000,-19.6000,13.5459,27.6000,-19.6000,13.5460,30.6000,-19.6000,13.5460,33.6000,-19.6000,13.5460,36.6000,-19.6000,13.5460,39.6000,-22.6000,13.5458,21.3987,-22.6000,13.5459,24.3987,-22.6000,13.5460,27.3987,-22.6000,13.5459,30.3987,-22.6000,13.5457,33.3987
3.000,1.4000,14.0190,12.6000,1.4000,14.0190,15.6000,1.4000,14.0190,18.6000,1.4000,14.0190,21.6000,1.4000,14.0189,24.6000,1.4000,14.0189,27.6000,1.4000,14.0190,30.6000,1.4000,14.0190,33.6000,1.4000,14.0189,36.6000,1.4000,14.0189,39.6000,-1.6000,14.0190,33.6000,-1.6000,14.0190,12.6000,-1.6000,14.0190,15.6000,-1.6000,14.0190,18.6000,-1.6000,14.0190,21.6000,-1.6000,14.0190,24.6000,-1.6000,14.0190,27.6000,-1.6000,14.0190,30.6000,-1.6000,14.0190,36.6000,-1.6000,14.0190,39.6000,-4.6000,14.0190,12.6000,-4.6000,14.0190,15.6000,-4.6000,14.0190,18.6000,-4.6000,14.0190,21.6000,-4.6000,14.0190,24.6000,-4.6000,14.0190,27.6000,-4.6000,14.0190,30.6000,-4.6000,14.0190,33.6000,-4.6000,14.0190,36.6000,-4.6000,14.0190,39.6000,-7.6000,14.0190,12.6000,-7.6000,14.0190,15.6000,-7.6000,14.0190,18.6000,-7.6000,14.0190,21.6000,-7.6000,14.0190,24.6000,-7.6000,14.0190,27.6000,-7.6000,14.0190,30.6000,-7.6000,14.0190,33.6000,-7.6000,14.0190,36.6000,-7.6000,14.0190,39.6000,-10.6000,14.0190,12.6000,-10.6000,14.0190,15.6000,-10.6000,14.0190,18.6000,-10.6000,14.0190,21.6000,-10.6000,14.0190,24.6000,-10.6000,14.0190,27.6000,-10.6000,14.0190,30.6000,-10.6000,14.0190,33.6000,-10.6000,14.0190,36.6000,-10.6000,14.0190,39.6000,-13.6000,14.0190,12.6000,-13.6000,14.0190,15.6000,-13.6000,14.0190,18.6000,-13.6000,14.0190,21.6000,-13.6000,14.0190,24.6000,-13.6000,14.0190,27.6000,-13.6000,14.0190,30.6000,-13.6000,14.0190,33.6000,-13.6000,14.0190,36.6000,-13.6000,14.0190,39.6000,-16.6000,14.0190,12.6000,-16.6000,14.0190,15.6000,-16.6000,14.0190,18.6000,-16.6000,14.0190,21.6000,-16.6000,14.0190,24.6000,-16.6000,14.0190,27.6000,-16.6000,14.0190,30.6000,-16.6000,14.0190,33.6000,-16.6000,14.0190,36.6000,-16.6000,14.0190,39.6000,-19.6000,14.0190,12.6000,-19.6000,14.0191,15.6000,-19.6000,14.0191,18.6000,-19.6000,14.0191,21.6000,-19.6000,14.0191,24.6000,-19.6000,14.0190,27.6000,-19.6000,14.0191,30.6000,-19.6000,14.0191,33.6000,-19.6000,14.0191,36.6000,-19.6000,14.0191,39.6000,-22.6000,14.0190,21.4074,-22.6000,14.0190,24.4074,-22.6000,14.0191,27.4074,-22.6000,14.0190,30.4074,-22.6000,14.0189,33.4074
3.500,1.4000,14.2905,12.6000,1.4000,14.2905,15.6000,1.4000,14.2905,18.6000,1.4000,14.2905,21.6000,1.4000,14.2905,24.6000,1.4000,14.2905,27.6000,1.4000,14.2905,30.6000,1.4000,14.2905,33.6000,1.4000,14.2905,36.6000,1.4000,14.2905,39.6000,-1.6000,14.2905,33.6000,-1.6000,14.2905,12.6000,-1.6000,14.2905,15.6000,-1.6000,14.2905,18.6000,-1.6000,14.2905,21.6000,-1.6000,14.2905,24.6000,-1.6000,14.2905,27.6000,-1.6000,14.2905,30.6000,-1.6000,14.2905,36.6000,-1.6000,14.2905,39.6000,-4.6000,14.2905,12.6000,-4.6000,14.2905,15.6000,-4.6000,14.2905,18.6000,-4.6000,14.2905,21.6000,-4.6000,14.2905,24.6000,-4.6000,14.2905,27.6000,-4.6000,14.2905,30.6000,-4.6000,14.2905,33.6000,-4.6000,14.2905,36.6000,-4.6000,14.2905,39.6000,-7.6000,14.2905,12.6000,-7.6000,14.2905,15.6000,-7.6000,14.2905,18.6000,-7.6000,14.2905,21.6000,-7.6000,14.2905,24.6000,-7.6000,14.2905,27.6000,-7.6000,14.2905,30.6000,-7.6000,14.2905,33.6000,-7.6000,14.2905,36.6000,-7.6000,14.2905,39.6000,-10.6000,14.2905,12.6000,-10.6000,14.2905,15.6000,-10.6000,14.2905,18.6000,-10.6000,14.2905,21.6000,-10.6000,14.2905,24.6000,-10.6000,14.2905,27.6000,-10.6000,14.2905,30.6000,-10.6000,14.2905,33.6000,-10.6000,14.2905,36.6000,-10.6000,14.2905,39.6000,-13.6000,14.2905,12.6000,-13.6000,14.2906,15.6000,-13.6000,14.2905,18.6000,-13.6000,14.2906,21.6000,-13.6000,14.2906,24.6000,-13.6000,14.2906,27.6000,-13.6000,14.2906,30.6000,-13.6000,14.2905,33.6000,-13.6000,14.2906,36.6000,-13.6000,14.2906,39.6000,-16.6000,14.2906,12.6000,-16.6000,14.2906,15.6000,-16.6000,14.2906,18.6000,-16.6000,14.2906,21.6000,-16.6000,14.2906,24.6000,-16.6000,14.2906,27.6000,-16.6000,14.2906,30.6000,-16.6000,14.2906,33.6000,-16.6000,14.2906,36.6000,-16.6000,14.2906,39.6000,-19.6000,14.2906,12.6000,-19.6000,14.2906,15.6000,-19.6000,14.2906,18.6000,-19.6000,14.2906,21.6000,-19.6000,14.2906,24.6000,-19.6000,14.2906,27.6000,-19.6000,14.2906,30.6000,-19.6000,14.2906,33.6000,-19.6000,14.2906,36.6000,-19.6000,14.2906,39.6000,-22.6000,14.2905,21.4124,-22.6000,14.2906,24.4124,-22.6000,14.2906,27.4124,-22.6000,14.2906,30.4124,-22.6000,14.2905,33.4124
4.000,1.4000,14.4594,12.6000,1.4000,14.4594,15.6000,1.4000,14.4594,18.6000,1.4000,14.4594,21.6000,1.4000,14.4594,24.6000,1.4000,14.4594,27.6000,1.4000,14.4594,30.6000,1.4000,14.4594,33.6000,1.4000,14.4594,36.6000,1.4000,14.4594,39.6000,-1.6000,14.4594,33.6000,-1.6000,14.4594,12.6000,-1.6000,14.4594,15.6000,-1.6000,14.4594,18.6000,-1.6000,14.4594,21.6000,-1.6000,14.4594,24.6000,-1.6000,14.4594,27.6000,-1.6000,14.4594,30.6000,-1.6000,14.4594,36.6000,-1.6000,14.4594,39.6000,-4.6000,14.4594,12.6000,-4.6000,14.4594,15.6000,-4.6000,14.4594,18.6000,-4.6000,14.4594,21.6000,-4.6000,14.4594,24.6000,-4.6000,14.4594,27.6000,-4.6000,14.4594,30.6000,-4.6000,14.4594,33.6000,-4.6000,14.4594,36.6000,-4.6000,14.4594,39.6000,-7.6000,14.4594,12.6000,-7.6000,14.4594,15.6000,-7.6000,14.4594,18.6000,-7.6000,14.4594,21.6000,-7.6000,14.4594,24.6000,-7.6000,14.4594,27.6000,-7.6000,14.4594,30.6000,-7.6000,14.4594,33.6000,-7.6000,14.4594,36.6000,-7.6000,14.4594,39.6000,-10.6000,14.4594,12.6000,-10.6000,14.4594,15.6000,-10.6000,14.4594,18.6000,-10.6000,14.4594,21.6000,-10.6000,14.4594,24.6000,-10.6000,14.4594,27.6000,-10.6000,14.4594,30.6000,-10.6000,14.4594,33.6000,-10.6000,14.4594,36.6000,-10.6000,14.4594,39.6000,-13.6000,14.4594,12.6000,-13.6000,14.4594,15.6000,-13.6000,14.4594,18.6000,-13.6000,14.4594,21.6000,-13.6000,14.4594,24.6000,-13.6000,14.4594,27.6000,-13.6000,14.4594,30.6000,-13.6000,14.4594,33.6000,-13.6000,14.4594,36.6000,-13.6000,14.4594,39.6000,-16.6000,14.4594,12.6000,-16.6000,14.4594,15.6000,-16.6000,14.4594,18.6000,-16.6000,14.4594,21.6000,-16.6000,14.4594,24.6000,-16.6000,14.4594,27.6000,-16.6000,14.4594,30.6000,-16.6000,14.4594,33.6000,-16.6000,14.4594,36.6000,-16.6000,14.4594,39.6000,-19.6000,14.4594,12.6000,-19.6000,14.4594,15.6000,-19.6000,14.4594,18.6000,-19.6000,14.4595,21.6000,-19.6000,14.4595,24.6000,-19.6000,14.4594,27.6000,-19.6000,14.4594,30.6000,-19.6000,14.4594,33.6000,-19.6000,14.4594,36.6000,-19.6000,14.4594,39.6000,-22.6000,14.4594,21.4155,-22.6000,14.4594,24.4155,-22.6000,14.4594,27.4155,-22.6000,14.4594,30.4155,-22.6000,14.4594,33.4155
